arduino_us,wall_time,throttle_pct
3872177344,13:12:02.453,41.462
3872179305,13:12:02.455,41.462
3872181165,13:12:02.457,41.462
3872183046,13:12:02.459,20.142
3872184937,13:12:02.461,20.142
3872186920,13:12:02.463,20.142
3872188878,13:12:02.464,20.142
3872190899,13:12:02.466,20.142
3872192994,13:12:02.469,20.142
3872195094,13:12:02.471,20.142
3872197248,13:12:02.473,20.142
3872199496,13:12:02.475,20.142
3872201820,13:12:02.478,20.142
3872204184,13:12:02.480,58.252
3872206521,13:12:02.482,58.252
3872208952,13:12:02.485,58.252
3872210972,13:12:02.487,58.252
3872213026,13:12:02.489,58.252
3872215031,13:12:02.491,58.252
3872217020,13:12:02.493,58.252
3872218899,13:12:02.495,58.252
3872220763,13:12:02.497,58.252
3872222582,13:12:02.498,55.491
3872224296,13:12:02.500,55.491
3872225994,13:12:02.502,55.491
3872227683,13:12:02.503,55.491
3872229389,13:12:02.505,55.491
3872231035,13:12:02.507,55.491
3872232684,13:12:02.508,55.491
3872234338,13:12:02.510,55.491
3872235858,13:12:02.512,55.491
3872237403,13:12:02.513,55.491
3872238956,13:12:02.515,55.491
3872240555,13:12:02.516,55.491
3872242053,13:12:02.518,55.491
3872243586,13:12:02.519,16.76
3872245106,13:12:02.521,16.76
3872246646,13:12:02.522,16.76
3872248194,13:12:02.524,16.76
3872249801,13:12:02.526,16.76
3872251492,13:12:02.527,16.76
3872253207,13:12:02.529,16.76
3872254978,13:12:02.531,16.76
3872256846,13:12:02.532,16.76
3872258727,13:12:02.534,16.76
3872260701,13:12:02.536,16.76
3872262764,13:12:02.539,25.996
3872264915,13:12:02.541,25.996
3872267100,13:12:02.543,25.996
3872269345,13:12:02.545,25.996
3872271604,13:12:02.547,25.996
3872273811,13:12:02.549,25.996
3872276064,13:12:02.552,25.996
3872278370,13:12:02.554,25.996
3872280751,13:12:02.556,25.996
3872283091,13:12:02.559,42.398
3872285507,13:12:02.561,42.398
3872287861,13:12:02.563,42.398
3872290046,13:12:02.566,42.398
3872292250,13:12:02.568,42.398
3872294430,13:12:02.570,42.398
3872296624,13:12:02.572,42.398
3872298725,13:12:02.574,42.398
3872300822,13:12:02.576,42.398
3872302927,13:12:02.579,44.785
3872304867,13:12:02.580,44.785
3872306827,13:12:02.582,44.785
3872308789,13:12:02.584,44.785
3872310773,13:12:02.586,44.785
3872312695,13:12:02.588,44.785
3872314603,13:12:02.590,44.785
3872316526,13:12:02.592,44.785
3872318308,13:12:02.594,44.785
3872320114,13:12:02.596,44.785
3872321933,13:12:02.598,44.785
3872323790,13:12:02.599,30.136
3872325587,13:12:02.601,30.136
3872327398,13:12:02.603,30.136
3872329233,13:12:02.605,30.136
3872331036,13:12:02.607,30.136
3872332855,13:12:02.609,30.136
3872334719,13:12:02.611,30.136
3872336636,13:12:02.613,30.136
3872338540,13:12:02.614,30.136
3872340462,13:12:02.616,30.136
3872342420,13:12:02.618,30.136
3872344322,13:12:02.620,18.93
3872346292,13:12:02.622,18.93
3872348311,13:12:02.624,18.93
3872350410,13:12:02.626,18.93
3872352569,13:12:02.629,18.93
3872354779,13:12:02.631,18.93
3872357085,13:12:02.633,18.93
3872359394,13:12:02.635,18.93
3872361779,13:12:02.637,18.93
3872364254,13:12:02.640,34.055
3872366803,13:12:02.642,34.055
3872369294,13:12:02.645,34.055
3872371803,13:12:02.648,34.055
3872374271,13:12:02.650,34.055
3872376590,13:12:02.652,34.055
3872378930,13:12:02.655,34.055
3872381276,13:12:02.657,34.055
3872383653,13:12:02.659,34.679
3872385961,13:12:02.662,34.679
3872388289,13:12:02.664,34.679
3872390590,13:12:02.666,34.679
3872392771,13:12:02.668,34.679
3872394965,13:12:02.671,34.679
3872397178,13:12:02.673,34.679
3872399442,13:12:02.675,34.679
3872401610,13:12:02.677,34.679
3872403823,13:12:02.680,29.242
3872406010,13:12:02.682,29.242
3872408124,13:12:02.684,29.242
3872410275,13:12:02.686,29.242
3872412462,13:12:02.688,29.242
3872414706,13:12:02.690,29.242
3872416910,13:12:02.693,29.242
3872419153,13:12:02.695,29.242
3872421404,13:12:02.697,29.242
3872423583,13:12:02.699,39.182
3872425763,13:12:02.701,39.182
3872427974,13:12:02.704,39.182
3872430201,13:12:02.706,39.182
3872432372,13:12:02.708,39.182
3872434509,13:12:02.710,39.182
3872436665,13:12:02.713,39.182
3872438664,13:12:02.715,39.182
3872440699,13:12:02.716,39.182
3872442740,13:12:02.718,31.08
3872444805,13:12:02.720,31.08
3872446839,13:12:02.722,31.08
3872448881,13:12:02.724,31.08
3872450947,13:12:02.727,31.08
3872452932,13:12:02.729,31.08
3872454959,13:12:02.731,31.08
3872457018,13:12:02.733,31.08
3872459127,13:12:02.735,31.08
3872461192,13:12:02.737,31.08
3872463306,13:12:02.739,28.919
3872465407,13:12:02.741,28.919
3872467468,13:12:02.743,28.919
3872469551,13:12:02.745,28.919
3872471676,13:12:02.747,28.919
3872473859,13:12:02.750,28.919
3872476005,13:12:02.752,28.919
3872478189,13:12:02.754,28.919
3872480396,13:12:02.756,28.919
3872482541,13:12:02.758,40.743
3872484709,13:12:02.761,40.743
3872486885,13:12:02.763,40.743
3872489096,13:12:02.765,40.743
3872491223,13:12:02.767,40.743
3872493363,13:12:02.769,40.743
3872495468,13:12:02.771,40.743
3872497450,13:12:02.773,40.743
3872499450,13:12:02.775,40.743
3872501462,13:12:02.777,40.743
3872503511,13:12:02.779,44.413
3872505462,13:12:02.781,44.413
3872507449,13:12:02.783,44.413
3872509407,13:12:02.785,44.413
3872511249,13:12:02.787,44.413
3872513106,13:12:02.789,44.413
3872514972,13:12:02.791,44.413
3872516880,13:12:02.793,44.413
3872518690,13:12:02.795,44.413
3872520548,13:12:02.796,44.413
3872522383,13:12:02.798,44.413
3872524108,13:12:02.800,68.338
3872525821,13:12:02.801,68.338
3872527553,13:12:02.803,68.338
3872529264,13:12:02.805,68.338
3872530893,13:12:02.807,68.338
3872532570,13:12:02.808,68.338
3872534087,13:12:02.810,68.338
3872535586,13:12:02.811,68.338
3872537065,13:12:02.813,68.338
3872538536,13:12:02.814,68.338
3872539038,13:12:02.815,68.338
3872540013,13:12:02.816,68.338
3872541439,13:12:02.817,68.338
3872542865,13:12:02.819,52.744
3872544305,13:12:02.820,52.744
3872545622,13:12:02.821,52.744
3872546967,13:12:02.823,52.744
3872548330,13:12:02.824,52.744
3872549714,13:12:02.825,52.744
3872551072,13:12:02.827,52.744
3872552444,13:12:02.828,52.744
3872553822,13:12:02.830,52.744
3872555124,13:12:02.831,52.744
3872556449,13:12:02.832,52.744
3872557794,13:12:02.833,52.744
3872559164,13:12:02.835,52.744
3872560499,13:12:02.836,52.744
3872561855,13:12:02.837,52.744
3872563211,13:12:02.839,39.226
3872564505,13:12:02.840,39.226
3872565831,13:12:02.842,39.226
3872567166,13:12:02.843,39.226
3872568547,13:12:02.844,39.226
3872569909,13:12:02.845,39.226
3872571277,13:12:02.847,39.226
3872572676,13:12:02.848,39.226
3872574035,13:12:02.850,39.226
3872575401,13:12:02.851,39.226
3872576798,13:12:02.852,39.226
3872578234,13:12:02.854,39.226
3872579658,13:12:02.855,39.226
3872581094,13:12:02.857,39.226
3872582543,13:12:02.858,39.622
3872583955,13:12:02.860,39.622
3872585384,13:12:02.861,39.622
3872586837,13:12:02.862,39.622
3872588332,13:12:02.864,39.622
3872589799,13:12:02.865,39.622
3872591299,13:12:02.867,39.622
3872592803,13:12:02.868,39.622
3872594254,13:12:02.870,39.622
3872595731,13:12:02.871,39.622
3872597236,13:12:02.873,39.622
3872598776,13:12:02.874,39.622
3872600297,13:12:02.876,39.622
3872601829,13:12:02.877,39.622
3872603380,13:12:02.879,38.17
3872604877,13:12:02.880,38.17
3872606402,13:12:02.882,38.17
3872607948,13:12:02.883,38.17
3872609539,13:12:02.885,38.17
3872611099,13:12:02.887,38.17
3872612687,13:12:02.888,38.17
3872614282,13:12:02.890,38.17
3872615834,13:12:02.891,38.17
3872617404,13:12:02.893,38.17
3872618999,13:12:02.895,38.17
3872620639,13:12:02.896,38.17
3872622249,13:12:02.898,38.17
3872623879,13:12:02.899,57.338
3872625541,13:12:02.901,57.338
3872627070,13:12:02.903,57.338
3872628633,13:12:02.904,57.338
3872630198,13:12:02.906,57.338
3872631784,13:12:02.907,57.338
3872633317,13:12:02.909,57.338
3872634883,13:12:02.911,57.338
3872636404,13:12:02.912,57.338
3872637849,13:12:02.913,57.338
3872639286,13:12:02.915,57.338
3872640750,13:12:02.916,57.338
3872642229,13:12:02.918,57.338
3872643669,13:12:02.919,24.51
3872645139,13:12:02.921,24.51
3872646594,13:12:02.922,24.51
3872648058,13:12:02.924,24.51
3872649523,13:12:02.925,24.51
3872651041,13:12:02.927,24.51
3872652626,13:12:02.928,24.51
3872654216,13:12:02.930,24.51
3872655837,13:12:02.931,24.51
3872657506,13:12:02.933,24.51
3872659149,13:12:02.935,24.51
3872660856,13:12:02.936,24.51
3872662601,13:12:02.938,37.386
3872664415,13:12:02.940,37.386
3872666202,13:12:02.942,37.386
3872668041,13:12:02.944,37.386
3872669882,13:12:02.945,37.386
3872671649,13:12:02.947,37.386
3872673438,13:12:02.949,37.386
3872675245,13:12:02.951,37.386
3872677106,13:12:02.953,37.386
3872678918,13:12:02.955,37.386
3872680754,13:12:02.956,37.386
3872682590,13:12:02.958,42.341
3872684348,13:12:02.960,42.341
3872686127,13:12:02.962,42.341
3872687924,13:12:02.963,42.341
3872689756,13:12:02.965,42.341
3872691532,13:12:02.967,42.341
3872693332,13:12:02.969,42.341
3872695137,13:12:02.971,42.341
3872696840,13:12:02.972,42.341
3872698565,13:12:02.974,42.341
3872700305,13:12:02.976,42.341
3872702081,13:12:02.978,42.341
3872703805,13:12:02.979,32.251
3872705563,13:12:02.981,32.251
3872707314,13:12:02.983,32.251
3872709022,13:12:02.985,32.251
3872710757,13:12:02.986,32.251
3872712523,13:12:02.988,32.251
3872714339,13:12:02.990,32.251
3872716136,13:12:02.992,32.251
3872717967,13:12:02.994,32.251
3872719811,13:12:02.995,32.251
3872721603,13:12:02.997,32.251
3872723418,13:12:02.999,20.951
3872725284,13:12:03.001,20.951
3872727206,13:12:03.003,20.951
3872729123,13:12:03.005,20.951
3872731137,13:12:03.007,20.951
3872733190,13:12:03.009,20.951
3872735231,13:12:03.011,20.951
3872737347,13:12:03.013,20.951
3872739527,13:12:03.015,20.951
3872741793,13:12:03.017,20.951
3872744084,13:12:03.020,38.018
3872746398,13:12:03.022,38.018
3872748767,13:12:03.024,38.018
3872750939,13:12:03.027,38.018
3872753136,13:12:03.029,38.018
3872755334,13:12:03.031,38.018
3872757556,13:12:03.033,38.018
3872759697,13:12:03.035,38.018
3872761880,13:12:03.038,38.018
3872764016,13:12:03.040,35.878
3872766053,13:12:03.042,35.878
3872768094,13:12:03.044,35.878
3872770165,13:12:03.046,35.878
3872772268,13:12:03.048,35.878
3872774313,13:12:03.050,35.878
3872776392,13:12:03.052,35.878
3872778453,13:12:03.054,35.878
3872780420,13:12:03.056,35.878
3872782405,13:12:03.058,35.878
3872784417,13:12:03.060,45.21
3872786448,13:12:03.062,45.21
3872788411,13:12:03.064,45.21
3872790382,13:12:03.066,45.21
3872792355,13:12:03.068,45.21
3872794181,13:12:03.070,45.21
3872796026,13:12:03.072,45.21
3872797881,13:12:03.074,45.21
3872799758,13:12:03.075,45.21
3872801570,13:12:03.077,45.21
3872803419,13:12:03.079,50.212
3872805244,13:12:03.081,50.212
3872806934,13:12:03.083,50.212
3872808655,13:12:03.084,50.212
3872810378,13:12:03.086,50.212
3872812125,13:12:03.088,50.212
3872813809,13:12:03.089,50.212
3872815530,13:12:03.091,50.212
3872817190,13:12:03.093,50.212
3872818795,13:12:03.094,50.212
3872820402,13:12:03.096,50.212
3872822020,13:12:03.098,50.212
3872823667,13:12:03.099,52.701
3872825260,13:12:03.101,52.701
3872826863,13:12:03.102,52.701
3872828474,13:12:03.104,52.701
3872829980,13:12:03.106,52.701
3872831502,13:12:03.107,52.701
3872833041,13:12:03.109,52.701
3872834604,13:12:03.110,52.701
3872836120,13:12:03.112,52.701
3872837648,13:12:03.113,52.701
3872839191,13:12:03.115,52.701
3872840628,13:12:03.116,52.701
3872842091,13:12:03.118,52.701
3872843564,13:12:03.119,16.821
3872845082,13:12:03.121,16.821
3872846615,13:12:03.122,16.821
3872848172,13:12:03.124,16.821
3872849757,13:12:03.125,16.821
3872851361,13:12:03.127,16.821
3872853021,13:12:03.129,16.821
3872854762,13:12:03.130,16.821
3872856595,13:12:03.132,16.821
3872858474,13:12:03.134,16.821
3872860396,13:12:03.136,16.821
3872862414,13:12:03.138,16.821
3872864467,13:12:03.140,37.061
3872866541,13:12:03.142,37.061
3872868668,13:12:03.144,37.061
3872870839,13:12:03.146,37.061
3872872914,13:12:03.148,37.061
3872875020,13:12:03.151,37.061
3872877127,13:12:03.153,37.061
3872879112,13:12:03.155,37.061
3872881125,13:12:03.157,37.061
3872883148,13:12:03.159,46.649
3872885226,13:12:03.161,46.649
3872887187,13:12:03.163,46.649
3872889175,13:12:03.165,46.649
3872891163,13:12:03.167,46.649
3872893003,13:12:03.169,46.649
3872894832,13:12:03.170,46.649
3872896690,13:12:03.172,46.649
3872898557,13:12:03.174,46.649
3872900365,13:12:03.176,46.649
3872902197,13:12:03.178,46.649
3872903986,13:12:03.179,69.698
3872905665,13:12:03.181,69.698
3872907355,13:12:03.183,69.698
3872909018,13:12:03.185,69.698
3872910662,13:12:03.186,69.698
3872912235,13:12:03.188,69.698
3872913802,13:12:03.189,69.698
3872915329,13:12:03.191,69.698
3872916783,13:12:03.192,69.698
3872918212,13:12:03.194,69.698
3872919645,13:12:03.195,69.698
3872921086,13:12:03.197,69.698
3872922472,13:12:03.198,69.698
3872923859,13:12:03.199,55.807
3872925230,13:12:03.201,55.807
3872926556,13:12:03.202,55.807
3872927872,13:12:03.203,55.807
3872929199,13:12:03.205,55.807
3872930562,13:12:03.206,55.807
3872931887,13:12:03.207,55.807
3872933225,13:12:03.209,55.807
3872934572,13:12:03.210,55.807
3872935841,13:12:03.212,55.807
3872937125,13:12:03.213,55.807
3872938436,13:12:03.214,55.807
3872939770,13:12:03.215,55.807
3872941065,13:12:03.217,55.807
3872942390,13:12:03.222,55.807
3872943695,13:12:03.222,55.807
3872944949,13:12:03.222,55.807
3872946216,13:12:03.223,55.807
3872947504,13:12:03.223,48.968
3872948812,13:12:03.224,48.968
3872950093,13:12:03.226,48.968
3872951399,13:12:03.227,48.968
3872952700,13:12:03.228,48.968
3872953949,13:12:03.229,48.968
3872955220,13:12:03.231,48.968
3872956504,13:12:03.232,48.968
3872957825,13:12:03.233,48.968
3872959118,13:12:03.235,48.968
3872960432,13:12:03.236,48.968
3872961751,13:12:03.237,48.968
3872963016,13:12:03.239,46.371
3872964296,13:12:03.240,46.371
3872965603,13:12:03.241,46.371
3872966945,13:12:03.243,46.371
3872968256,13:12:03.244,46.371
3872969580,13:12:03.245,46.371
3872970919,13:12:03.246,46.371
3872972213,13:12:03.248,46.371
3872973517,13:12:03.249,46.371
3872974847,13:12:03.250,46.371
3872976211,13:12:03.252,46.371
3872977544,13:12:03.253,46.371
3872978904,13:12:03.254,46.371
3872980262,13:12:03.256,46.371
3872981574,13:12:03.257,46.371
3872982903,13:12:03.258,51.178
3872984253,13:12:03.260,51.178
3872985638,13:12:03.261,51.178
3872986989,13:12:03.263,51.178
3872988361,13:12:03.264,51.178
3872989737,13:12:03.265,51.178
3872991045,13:12:03.267,51.178
3872992374,13:12:03.268,51.178
3872993719,13:12:03.269,51.178
3872995097,13:12:03.271,51.178
3872996444,13:12:03.272,51.178
3872997807,13:12:03.273,51.178
3872999171,13:12:03.275,51.178
3873000472,13:12:03.276,51.178
3873001786,13:12:03.277,51.178
3873003125,13:12:03.279,34.879
3873004496,13:12:03.280,34.879
3873005854,13:12:03.281,34.879
3873007216,13:12:03.283,34.879
3873008600,13:12:03.284,34.879
3873009948,13:12:03.285,34.879
3873011312,13:12:03.287,34.879
3873012714,13:12:03.288,34.879
3873014170,13:12:03.290,34.879
3873015597,13:12:03.291,34.879
3873017043,13:12:03.293,34.879
3873018514,13:12:03.294,34.879
3873019962,13:12:03.296,34.879
3873021426,13:12:03.297,34.879
3873022919,13:12:03.298,55.294
3873024462,13:12:03.300,55.294
3873025949,13:12:03.301,55.294
3873027497,13:12:03.303,55.294
3873029019,13:12:03.305,55.294
3873030446,13:12:03.306,55.294
3873031895,13:12:03.307,55.294
3873033366,13:12:03.309,55.294
3873034849,13:12:03.310,55.294
3873036294,13:12:03.312,55.294
3873037754,13:12:03.313,55.294
3873039210,13:12:03.315,55.294
3873040591,13:12:03.316,55.294
3873041981,13:12:03.317,55.294
3873043390,13:12:03.319,40.204
3873044822,13:12:03.320,40.204
3873046241,13:12:03.322,40.204
3873047653,13:12:03.323,40.204
3873049090,13:12:03.325,40.204
3873050477,13:12:03.326,40.204
3873051885,13:12:03.327,40.204
3873053318,13:12:03.329,40.204
3873054793,13:12:03.330,40.204
3873056243,13:12:03.332,40.204
3873057706,13:12:03.333,40.204
3873059195,13:12:03.335,40.204
3873060623,13:12:03.336,40.204
3873062080,13:12:03.338,40.204
3873063561,13:12:03.339,63.535
3873065081,13:12:03.341,63.535
3873066528,13:12:03.342,63.535
3873068017,13:12:03.344,63.535
3873069516,13:12:03.345,63.535
3873070876,13:12:03.346,63.535
3873072263,13:12:03.348,63.535
3873073664,13:12:03.349,63.535
3873075081,13:12:03.351,63.535
3873076448,13:12:03.352,63.535
3873077841,13:12:03.353,63.535
3873079212,13:12:03.355,63.535
3873080495,13:12:03.356,63.535
3873081799,13:12:03.357,63.535
3873083115,13:12:03.359,20.66
3873084449,13:12:03.360,20.66
3873085821,13:12:03.361,20.66
3873087140,13:12:03.363,20.66
3873088514,13:12:03.364,20.66
3873089893,13:12:03.365,20.66
3873091280,13:12:03.367,20.66
3873092741,13:12:03.368,20.66
3873094266,13:12:03.370,20.66
3873095796,13:12:03.371,20.66
3873097380,13:12:03.373,20.66
3873098993,13:12:03.374,20.66
3873100609,13:12:03.376,20.66
3873102298,13:12:03.378,20.66
3873104038,13:12:03.380,24.874
3873105839,13:12:03.381,24.874
3873107668,13:12:03.383,24.874
3873109531,13:12:03.385,24.874
3873111437,13:12:03.387,24.874
3873113319,13:12:03.389,24.874
3873115253,13:12:03.391,24.874
3873117235,13:12:03.393,24.874
3873119297,13:12:03.395,24.874
3873121320,13:12:03.397,24.874
3873123420,13:12:03.399,25.063
3873125551,13:12:03.401,25.063
3873127652,13:12:03.403,25.063
3873129786,13:12:03.405,25.063
3873131977,13:12:03.408,25.063
3873134244,13:12:03.410,25.063
3873136482,13:12:03.412,25.063
3873138776,13:12:03.414,25.063
3873141110,13:12:03.417,25.063
3873143392,13:12:03.419,44.559
3873145671,13:12:03.421,44.559
3873147974,13:12:03.424,44.559
3873150268,13:12:03.426,44.559
3873152454,13:12:03.428,44.559
3873154671,13:12:03.430,44.559
3873156800,13:12:03.432,44.559
3873158767,13:12:03.434,44.559
3873160764,13:12:03.436,44.559
3873162759,13:12:03.438,56.315
3873164769,13:12:03.440,56.315
3873166679,13:12:03.442,56.315
3873168587,13:12:03.444,56.315
3873170446,13:12:03.446,56.315
3873172209,13:12:03.448,56.315
3873173945,13:12:03.449,56.315
3873175674,13:12:03.451,56.315
3873177445,13:12:03.453,56.315
3873179081,13:12:03.455,56.315
3873180754,13:12:03.456,56.315
3873182435,13:12:03.458,56.315
3873183967,13:12:03.460,40.653
3873185547,13:12:03.461,40.653
3873187128,13:12:03.463,40.653
3873188754,13:12:03.464,40.653
3873190341,13:12:03.466,40.653
3873191953,13:12:03.468,40.653
3873193558,13:12:03.469,40.653
3873195116,13:12:03.471,40.653
3873196692,13:12:03.472,40.653
3873198290,13:12:03.474,40.653
3873199929,13:12:03.476,40.653
3873201533,13:12:03.477,40.653
3873203155,13:12:03.479,30.626
3873204793,13:12:03.480,30.626
3873206368,13:12:03.482,30.626
3873207993,13:12:03.484,30.626
3873209638,13:12:03.485,30.626
3873211341,13:12:03.487,30.626
3873213028,13:12:03.489,30.626
3873213557,13:12:03.489,30.626
3873214742,13:12:03.490,30.626
3873216494,13:12:03.492,30.626
3873218195,13:12:03.494,30.626
3873219923,13:12:03.496,30.626
3873221695,13:12:03.497,30.626
3873223523,13:12:03.499,45.297
3873225304,13:12:03.501,45.297
3873227127,13:12:03.503,45.297
3873228947,13:12:03.504,45.297
3873230684,13:12:03.506,45.297
3873232399,13:12:03.508,45.297
3873234145,13:12:03.510,45.297
3873235928,13:12:03.511,45.297
3873237649,13:12:03.513,45.297
3873239394,13:12:03.515,45.297
3873241137,13:12:03.517,45.297
3873242782,13:12:03.518,36.769
3873244447,13:12:03.520,36.769
3873246139,13:12:03.522,36.769
3873247867,13:12:03.523,36.769
3873249552,13:12:03.525,36.769
3873251274,13:12:03.527,36.769
3873253001,13:12:03.529,36.769
3873254668,13:12:03.530,36.769
3873256365,13:12:03.532,36.769
3873258088,13:12:03.534,36.769
3873259846,13:12:03.535,36.769
3873261577,13:12:03.537,36.769
3873263339,13:12:03.539,41.194
3873265100,13:12:03.541,41.194
3873266789,13:12:03.542,41.194
3873268498,13:12:03.544,41.194
3873270227,13:12:03.546,41.194
3873271997,13:12:03.547,41.194
3873273725,13:12:03.549,41.194
3873275462,13:12:03.551,41.194
3873277206,13:12:03.553,41.194
3873278867,13:12:03.554,41.194
3873280553,13:12:03.556,41.194
3873282255,13:12:03.558,41.194
3873283993,13:12:03.560,66.79
3873285656,13:12:03.561,66.79
3873287351,13:12:03.563,66.79
3873288993,13:12:03.565,66.79
3873290546,13:12:03.566,66.79
3873292081,13:12:03.568,66.79
3873293612,13:12:03.569,66.79
3873295146,13:12:03.571,66.79
3873296619,13:12:03.572,66.79
3873298094,13:12:03.574,66.79
3873299583,13:12:03.575,66.79
3873300931,13:12:03.577,66.79
3873302306,13:12:03.578,66.79
3873303685,13:12:03.579,33.811
3873305078,13:12:03.581,33.811
3873306486,13:12:03.582,33.811
3873307859,13:12:03.583,33.811
3873309269,13:12:03.585,33.811
3873310660,13:12:03.586,33.811
3873312064,13:12:03.588,33.811
3873313498,13:12:03.589,33.811
3873314979,13:12:03.590,33.811
3873316438,13:12:03.592,33.811
3873317947,13:12:03.594,33.811
3873319462,13:12:03.595,33.811
3873320933,13:12:03.596,33.811
3873322432,13:12:03.598,33.811
3873323973,13:12:03.599,29.969
3873325550,13:12:03.601,29.969
3873327122,13:12:03.603,29.969
3873328722,13:12:03.604,29.969
3873330359,13:12:03.606,29.969
3873331943,13:12:03.607,29.969
3873333583,13:12:03.609,29.969
3873335249,13:12:03.611,29.969
3873336970,13:12:03.612,29.969
3873338676,13:12:03.614,29.969
3873340409,13:12:03.616,29.969
3873342173,13:12:03.618,29.969
3873343905,13:12:03.620,41.116
3873345642,13:12:03.621,41.116
3873347419,13:12:03.623,41.116
3873349234,13:12:03.625,41.116
3873350994,13:12:03.627,41.116
3873352786,13:12:03.628,41.116
3873354565,13:12:03.630,41.116
3873356262,13:12:03.632,41.116
3873357981,13:12:03.633,41.116
3873359719,13:12:03.635,41.116
3873361494,13:12:03.637,41.116
3873363220,13:12:03.639,32.224
3873364974,13:12:03.640,32.224
3873366724,13:12:03.642,32.224
3873368433,13:12:03.644,32.224
3873370169,13:12:03.646,32.224
3873371936,13:12:03.647,32.224
3873373752,13:12:03.649,32.224
3873375543,13:12:03.651,32.224
3873377379,13:12:03.653,32.224
3873379212,13:12:03.655,32.224
3873380995,13:12:03.656,32.224
3873382813,13:12:03.658,28.075
3873384665,13:12:03.660,28.075
3873386580,13:12:03.662,28.075
3873388467,13:12:03.664,28.075
3873390390,13:12:03.666,28.075
3873392347,13:12:03.668,28.075
3873394262,13:12:03.670,28.075
3873396203,13:12:03.672,28.075
3873398196,13:12:03.674,28.075
3873400241,13:12:03.676,28.075
3873402282,13:12:03.678,28.075
3873404351,13:12:03.680,27.758
3873406449,13:12:03.682,27.758
3873408488,13:12:03.684,27.758
3873410565,13:12:03.686,27.758
3873412688,13:12:03.688,27.758
3873414873,13:12:03.690,27.758
3873417031,13:12:03.693,27.758
3873419225,13:12:03.695,27.758
3873421440,13:12:03.697,27.758
3873423598,13:12:03.699,47.841
3873425752,13:12:03.701,47.841
3873427926,13:12:03.704,47.841
3873430091,13:12:03.706,47.841
3873432154,13:12:03.708,47.841
3873434208,13:12:03.710,47.841
3873436263,13:12:03.712,47.841
3873438149,13:12:03.714,47.841
3873440015,13:12:03.716,47.841
3873441903,13:12:03.718,47.841
3873443800,13:12:03.719,53.445
3873445628,13:12:03.721,53.445
3873447462,13:12:03.723,53.445
3873449295,13:12:03.725,53.445
3873450960,13:12:03.727,53.445
3873452652,13:12:03.728,53.445
3873454348,13:12:03.730,53.445
3873456060,13:12:03.732,53.445
3873457707,13:12:03.733,53.445
3873459391,13:12:03.735,53.445
3873461027,13:12:03.737,53.445
3873462592,13:12:03.738,8.41
3873464136,13:12:03.740,8.41
3873465824,13:12:03.741,8.41
